order,cited_count,year,subject,country
217,23,"['2021~2', '2020~8', '2019~8', '2018~5']","['Physics and Astronomy~18', 'Materials Science~14', 'Engineering~12', 'Chemical Engineering~3', 'Computer Science~3', 'Biochemistry, Genetics and Molecular Biology~2', 'Earth and Planetary Sciences~1', 'Environmental Science~1', 'Mathematics~1']","['Thailand~18', 'Viet Nam~18', 'United States~14', 'India~12', 'Malaysia~9', 'United Kingdom~7', 'China~2', 'Iran~2', 'Japan~2', 'Australia~1']"
218,23,"['2024~3', '2023~5', '2022~3', '2021~4', '2020~5', '2019~2', '2018~1']","['Engineering~16', 'Computer Science~10', 'Energy~10', 'Mathematics~5', 'Physics and Astronomy~4', 'Materials Science~3', 'Social Sciences~3', 'Chemical Engineering~2', 'Decision Sciences~2', 'Business, Management and Accounting~1']","['India~5', 'China~4', 'South Africa~3', 'Thailand~3', 'Bangladesh~1', 'Colombia~1', 'Cyprus~1', 'Indonesia~1', 'Japan~1', 'Netherlands~1']"
219,23,"['2024~3', '2023~2', '2022~3', '2021~3', '2020~6', '2019~4', '2018~2']","['Materials Science~12', 'Chemistry~9', 'Engineering~9', 'Agricultural and Biological Sciences~5', 'Biochemistry, Genetics and Molecular Biology~3', 'Environmental Science~3', 'Medicine~3', 'Physics and Astronomy~3', 'Chemical Engineering~2', 'Nursing~1']","['Thailand~9', 'China~7', 'United States~3', 'Italy~2', 'Spain~2', 'Canada~1', 'Finland~1', 'Germany~1', 'Japan~1', 'South Korea~1']"
220,23,"['2024~5', '2023~5', '2022~2', '2020~9', '2019~2']","['Agricultural and Biological Sciences~18', 'Biochemistry, Genetics and Molecular Biology~6', 'Immunology and Microbiology~4', 'Environmental Science~3', 'Medicine~3', 'Multidisciplinary~2', 'Earth and Planetary Sciences~1']","['China~6', 'Tanzania~6', 'Belgium~5', 'South Africa~5', 'Australia~3', 'France~3', 'Italy~2', 'Taiwan~2', 'Turkey~2', 'United States~2']"
221,23,"['2024~3', '2023~4', '2022~1', '2021~6', '2020~5', '2019~3', '2018~1']","['Agricultural and Biological Sciences~16', 'Biochemistry, Genetics and Molecular Biology~9', 'Chemical Engineering~6', 'Chemistry~6', 'Immunology and Microbiology~4', 'Engineering~3', 'Health Professions~3', 'Social Sciences~3', 'Economics, Econometrics and Finance~2', 'Energy~2']","['China~4', 'Brazil~3', 'Australia~2', 'India~2', 'Iran~2', 'South Korea~2', 'Spain~2', 'Thailand~2', 'Turkey~2', 'Canada~1']"
222,23,"['2025~1', '2024~3', '2023~6', '2022~3', '2021~8', '2019~2']","['Agricultural and Biological Sciences~14', 'Environmental Science~6', 'Biochemistry, Genetics and Molecular Biology~5', 'Chemical Engineering~4', 'Immunology and Microbiology~4', 'Chemistry~3', 'Engineering~3', 'Energy~2', 'Medicine~2', 'Business, Management and Accounting~1']","['United States~8', 'Taiwan~5', 'Thailand~5', 'New Zealand~2', 'Algeria~1', 'Canada~1', 'China~1', 'Egypt~1', 'Greece~1', 'Hong Kong~1']"
223,23,"['2024~6', '2023~2', '2022~7', '2021~3', '2020~4', '2019~1']","['Agricultural and Biological Sciences~21', 'Engineering~4', 'Immunology and Microbiology~4', 'Chemical Engineering~3', 'Chemistry~3', 'Biochemistry, Genetics and Molecular Biology~2', 'Health Professions~2', 'Social Sciences~2', 'Veterinary~2', 'Nursing~1']","['China~10', 'South Korea~4', 'Thailand~3', 'Malaysia~2', 'Poland~2', 'United States~2', 'Canada~1', 'Italy~1', 'Japan~1', 'Mexico~1']"
224,22,"['2025~1', '2024~2', '2023~5', '2022~5', '2021~4', '2020~3', '2019~2']","['Agricultural and Biological Sciences~10', 'Environmental Science~6', 'Chemical Engineering~5', 'Chemistry~5', 'Biochemistry, Genetics and Molecular Biology~3', 'Pharmacology, Toxicology and Pharmaceutics~3', 'Earth and Planetary Sciences~2', 'Materials Science~2', 'Medicine~2', 'Multidisciplinary~2']","['Thailand~4', 'Brazil~3', 'Italy~3', 'Spain~3', 'Australia~2', 'India~2', 'Malaysia~2', 'Portugal~2', 'Azerbaijan~1', 'China~1']"
225,22,"['2024~3', '2023~7', '2022~1', '2021~7', '2020~4']","['Agricultural and Biological Sciences~15', 'Biochemistry, Genetics and Molecular Biology~10', 'Chemical Engineering~4', 'Chemistry~4', 'Engineering~4', 'Materials Science~4', 'Medicine~2', 'Economics, Econometrics and Finance~1', 'Energy~1', 'Immunology and Microbiology~1']","['China~7', 'Brazil~3', 'India~3', 'Iran~2', 'Pakistan~2', 'South Korea~2', 'Spain~2', 'Egypt~1', 'Greece~1', 'Mexico~1']"
226,22,"['2024~3', '2023~3', '2022~3', '2021~2', '2020~4', '2019~6', '2018~1']","['Energy~11', 'Chemistry~7', 'Engineering~7', 'Materials Science~7', 'Physics and Astronomy~7', 'Chemical Engineering~4', 'Environmental Science~2', 'Mathematics~2', 'Agricultural and Biological Sciences~1', 'Biochemistry, Genetics and Molecular Biology~1']","['Malaysia~5', 'United Kingdom~5', 'China~4', 'Thailand~4', 'India~3', 'Algeria~2', 'South Korea~2', 'Bangladesh~1', 'France~1', 'Iran~1']"
227,22,"['2025~1', '2024~2', '2023~3', '2022~7', '2021~2', '2020~4', '2019~3']","['Agricultural and Biological Sciences~14', 'Nursing~7', 'Biochemistry, Genetics and Molecular Biology~4', 'Medicine~4', 'Chemistry~3', 'Environmental Science~2', 'Multidisciplinary~2', 'Computer Science~1', 'Earth and Planetary Sciences~1', 'Energy~1']","['United States~4', 'Japan~3', 'China~2', 'Denmark~2', 'Hong Kong~2', 'India~2', 'Indonesia~2', 'Morocco~2', 'Poland~2', 'Saudi Arabia~2']"
228,22,"['2023~2', '2021~6', '2020~4', '2019~8', '2018~2']","['Engineering~22', 'Computer Science~17', 'Energy~6', 'Mathematics~3', 'Environmental Science~2', 'Materials Science~2', 'Decision Sciences~1', 'Physics and Astronomy~1', 'Social Sciences~1']","['Thailand~4', 'Colombia~3', 'Malaysia~3', 'Indonesia~2', 'Iraq~2', 'South Korea~2', 'Bangladesh~1', 'Canada~1', 'Egypt~1', 'India~1']"
229,22,"['2024~3', '2023~6', '2022~6', '2021~2', '2020~5']","['Agricultural and Biological Sciences~18', 'Biochemistry, Genetics and Molecular Biology~10', 'Environmental Science~4', 'Business, Management and Accounting~1', 'Chemical Engineering~1', 'Chemistry~1', 'Computer Science~1', 'Engineering~1', 'Medicine~1', 'Multidisciplinary~1']","['India~6', 'China~5', 'Pakistan~4', 'Colombia~3', 'Saudi Arabia~3', 'Australia~1', 'Belarus~1', 'Czech Republic~1', 'Italy~1', 'Kazakhstan~1']"
230,22,"['2024~4', '2023~1', '2022~5', '2021~6', '2020~4', '2019~1', '2018~1']","['Agricultural and Biological Sciences~15', 'Chemistry~5', 'Chemical Engineering~4', 'Engineering~4', 'Energy~3', 'Environmental Science~3', 'Earth and Planetary Sciences~2', 'Nursing~2', 'Biochemistry, Genetics and Molecular Biology~1', 'Health Professions~1']","['Thailand~10', 'China~4', 'India~3', 'United States~3', 'Brazil~2', 'Malaysia~2', 'Germany~1', 'Iran~1', 'New Zealand~1']"
231,22,"['2024~3', '2023~4', '2022~4', '2021~4', '2020~6', '2019~1']","['Materials Science~11', 'Physics and Astronomy~10', 'Engineering~8', 'Agricultural and Biological Sciences~6', 'Chemistry~6', 'Energy~5', 'Chemical Engineering~3', 'Computer Science~3', 'Multidisciplinary~2', 'Biochemistry, Genetics and Molecular Biology~1']","['Thailand~12', 'Slovenia~4', 'China~1', 'France~1', 'Germany~1', 'Iran~1', 'Japan~1', 'Malaysia~1', 'Nepal~1', 'Poland~1']"
232,21,"['2024~4', '2023~5', '2022~3', '2021~1', '2020~6', '2019~2']","['Biochemistry, Genetics and Molecular Biology~16', 'Pharmacology, Toxicology and Pharmaceutics~6', 'Immunology and Microbiology~5', 'Medicine~3', 'Chemistry~2', 'Agricultural and Biological Sciences~1', 'Environmental Science~1', 'Mathematics~1', 'Multidisciplinary~1']","['United States~7', 'India~5', 'Australia~3', 'South Africa~3', 'China~2', 'Kenya~2', 'Switzerland~2', 'United Kingdom~2', 'Zambia~2', 'France~1']"
233,21,"['2024~3', '2023~4', '2022~6', '2021~4', '2020~3', '2019~1']","['Engineering~15', 'Energy~13', 'Computer Science~7', 'Mathematics~4', 'Materials Science~3', 'Environmental Science~2', 'Business, Management and Accounting~1', 'Chemical Engineering~1', 'Decision Sciences~1', 'Earth and Planetary Sciences~1']","['Thailand~7', 'China~5', 'United States~3', 'Egypt~2', 'Australia~1', 'Denmark~1', 'Hong Kong~1', 'India~1', 'Italy~1', 'Japan~1']"
234,21,"['2024~4', '2023~4', '2022~4', '2021~4', '2020~2', '2019~3']","['Agricultural and Biological Sciences~18', 'Engineering~6', 'Immunology and Microbiology~5', 'Chemical Engineering~4', 'Social Sciences~3', 'Biochemistry, Genetics and Molecular Biology~2', 'Health Professions~2', 'Medicine~2', 'Nursing~2', 'Chemistry~1']","['Iran~6', 'Brazil~5', 'Greece~2', 'India~2', 'Romania~2', 'Argentina~1', 'Australia~1', 'Azerbaijan~1', 'Canada~1', 'China~1']"
235,21,"['2024~1', '2023~2', '2022~7', '2021~2', '2020~6', '2019~1', '2018~2']","['Computer Science~19', 'Engineering~7', 'Social Sciences~6', 'Materials Science~4', 'Mathematics~4', 'Arts and Humanities~3', 'Multidisciplinary~1', 'Physics and Astronomy~1']","['United Kingdom~7', 'Pakistan~5', 'Thailand~5', 'United States~4', 'Saudi Arabia~3', 'India~2', 'Singapore~2', 'United Arab Emirates~2', 'Algeria~1', 'France~1']"
236,21,"['2024~8', '2023~4', '2022~4', '2021~2', '2020~3']","['Agricultural and Biological Sciences~15', 'Engineering~3', 'Physics and Astronomy~3', 'Computer Science~2', 'Immunology and Microbiology~2', 'Multidisciplinary~2', 'Health Professions~1', 'Materials Science~1', 'Social Sciences~1']","['China~8', 'Iran~5', 'United States~3', 'France~2', 'Germany~2', 'Hungary~2', 'India~2', 'Australia~1', 'Bangladesh~1', 'Belgium~1']"
237,21,"['2025~1', '2024~2', '2023~3', '2022~3', '2021~4', '2020~4', '2019~4']","['Agricultural and Biological Sciences~12', 'Chemistry~11', 'Biochemistry, Genetics and Molecular Biology~8', 'Chemical Engineering~8', 'Materials Science~2', 'Computer Science~1', 'Engineering~1']","['China~9', 'United States~8', 'Australia~1', 'Croatia~1', 'Indonesia~1', 'Iran~1', 'Italy~1', 'Mexico~1', 'Netherlands~1', 'Poland~1']"
238,21,"['2024~5', '2023~3', '2022~3', '2021~2', '2020~6', '2019~1', '2018~1']","['Biochemistry, Genetics and Molecular Biology~11', 'Pharmacology, Toxicology and Pharmaceutics~8', 'Agricultural and Biological Sciences~7', 'Immunology and Microbiology~6', 'Medicine~6', 'Environmental Science~5', 'Chemical Engineering~2', 'Chemistry~2', 'Multidisciplinary~2', 'Computer Science~1']","['India~10', 'China~4', 'Indonesia~4', 'Saudi Arabia~3', 'Thailand~3', 'Chile~1', 'Fiji~1', 'Finland~1', 'France~1', 'Ireland~1']"
239,21,"['2024~3', '2023~3', '2022~6', '2021~5', '2020~3', '2019~1']","['Agricultural and Biological Sciences~15', 'Biochemistry, Genetics and Molecular Biology~7', 'Environmental Science~6', 'Engineering~5', 'Chemical Engineering~2', 'Computer Science~2', 'Earth and Planetary Sciences~2', 'Chemistry~1', 'Energy~1', 'Health Professions~1']","['China~4', 'Saudi Arabia~4', 'India~3', 'Bulgaria~2', 'Egypt~2', 'Lebanon~2', 'Singapore~2', 'Australia~1', 'Brazil~1', 'Finland~1']"
240,21,"['2024~5', '2023~2', '2022~5', '2021~6', '2020~1', '2018~2']","['Agricultural and Biological Sciences~9', 'Environmental Science~4', 'Energy~3', 'Engineering~3', 'Social Sciences~3', 'Business, Management and Accounting~2', 'Chemical Engineering~2', 'Chemistry~2', 'Computer Science~2', 'Economics, Econometrics and Finance~2']","['Thailand~14', 'Austria~3', 'Brazil~2', 'Germany~2', 'Denmark~1', 'Iran~1', 'Italy~1', 'Japan~1', 'Netherlands~1', 'Russian Federation~1']"
241,21,"['2023~3', '2022~6', '2021~6', '2020~5', '2019~1']","['Chemistry~19', 'Biochemistry, Genetics and Molecular Biology~7', 'Pharmacology, Toxicology and Pharmaceutics~5', 'Chemical Engineering~3', 'Computer Science~1', 'Engineering~1', 'Materials Science~1', 'Multidisciplinary~1']","['Thailand~4', 'China~3', 'India~3', 'Japan~3', 'Pakistan~3', 'United States~3', 'Czech Republic~2', 'Australia~1', 'Germany~1', 'Iran~1']"
242,21,"['2024~3', '2023~4', '2022~3', '2021~4', '2020~5', '2019~2']","['Agricultural and Biological Sciences~15', 'Chemistry~7', 'Biochemistry, Genetics and Molecular Biology~6', 'Engineering~4', 'Chemical Engineering~3', 'Materials Science~2', 'Business, Management and Accounting~1', 'Economics, Econometrics and Finance~1', 'Energy~1', 'Immunology and Microbiology~1']","['China~14', 'Thailand~3', 'India~2', 'Brazil~1', 'Canada~1', 'Spain~1', 'United States~1']"
243,21,"['2024~4', '2023~3', '2022~7', '2021~2', '2020~1', '2019~2', '2018~2']","['Agricultural and Biological Sciences~16', 'Veterinary~9', 'Immunology and Microbiology~5', 'Biochemistry, Genetics and Molecular Biology~3', 'Medicine~3']","['Thailand~14', 'France~3', 'Canada~2', 'Germany~2', 'Indonesia~2', 'United States~2', 'China~1', 'Lithuania~1', 'Malaysia~1', 'Philippines~1']"
244,21,"['2024~8', '2023~4', '2022~6', '2021~3']","['Materials Science~10', 'Chemistry~8', 'Agricultural and Biological Sciences~7', 'Engineering~7', 'Chemical Engineering~6', 'Biochemistry, Genetics and Molecular Biology~5', 'Physics and Astronomy~4', 'Environmental Science~3', 'Medicine~2', 'Energy~1']","['China~6', 'India~5', 'Brazil~4', 'Italy~2', 'South Korea~2', 'Chile~1', 'Czech Republic~1', 'France~1', 'Mexico~1', 'Pakistan~1']"
245,21,"['2024~5', '2023~7', '2022~2', '2021~4', '2020~2', '2019~1']","['Agricultural and Biological Sciences~17', 'Biochemistry, Genetics and Molecular Biology~3', 'Chemistry~2', 'Engineering~2', 'Multidisciplinary~2', 'Environmental Science~1', 'Health Professions~1', 'Materials Science~1', 'Medicine~1', 'Physics and Astronomy~1']","['Thailand~6', 'United States~6', 'India~2', 'Indonesia~2', 'Nigeria~2', 'South Korea~2', 'Australia~1', 'Bangladesh~1', 'Belgium~1', 'Canada~1']"
246,21,"['2024~4', '2023~4', '2022~5', '2021~1', '2020~5', '2019~2']","['Pharmacology, Toxicology and Pharmaceutics~15', 'Chemistry~10', 'Biochemistry, Genetics and Molecular Biology~7', 'Medicine~4', 'Agricultural and Biological Sciences~3', 'Chemical Engineering~1', 'Environmental Science~1']","['China~11', 'New Zealand~2', 'Portugal~2', 'Russian Federation~2', 'Australia~1', 'Czech Republic~1', 'Denmark~1', 'Hungary~1', 'India~1', 'Indonesia~1']"
247,20,"['2024~6', '2023~3', '2022~4', '2021~2', '2020~4', '2019~1']","['Agricultural and Biological Sciences~13', 'Biochemistry, Genetics and Molecular Biology~8', 'Environmental Science~5', 'Medicine~2', 'Health Professions~1', 'Immunology and Microbiology~1', 'Pharmacology, Toxicology and Pharmaceutics~1', 'Social Sciences~1']","['Thailand~6', 'India~3', 'Brazil~2', 'Indonesia~2', 'Iraq~2', 'Egypt~1', 'Ethiopia~1', 'France~1', 'Hungary~1', 'Iran~1']"
248,20,"['2022~1', '2021~8', '2020~7', '2019~3', '2018~1']","['Physics and Astronomy~15', 'Engineering~12', 'Materials Science~11', 'Computer Science~4', 'Biochemistry, Genetics and Molecular Biology~2', 'Chemical Engineering~2', 'Health Professions~2', 'Medicine~2', 'Earth and Planetary Sciences~1', 'Environmental Science~1']","['Viet Nam~19', 'Thailand~18', 'India~14', 'United States~6', 'Malaysia~5', 'Iran~1', 'United Kingdom~1']"
249,20,"['2024~5', '2023~4', '2022~2', '2021~2', '2020~5', '2019~2']","['Computer Science~10', 'Social Sciences~7', 'Decision Sciences~6', 'Business, Management and Accounting~5', 'Engineering~4', 'Agricultural and Biological Sciences~2', 'Mathematics~2', 'Earth and Planetary Sciences~1', 'Economics, Econometrics and Finance~1', 'Environmental Science~1']","['India~4', 'Malaysia~4', 'Indonesia~3', 'Netherlands~3', 'United Arab Emirates~3', 'Australia~2', 'Finland~2', 'Pakistan~2', 'Turkey~2', 'Brazil~1']"
250,20,"['2024~3', '2023~4', '2022~3', '2021~4', '2020~5', '2019~1']","['Immunology and Microbiology~13', 'Medicine~11', 'Veterinary~7', 'Agricultural and Biological Sciences~3', 'Multidisciplinary~3', 'Biochemistry, Genetics and Molecular Biology~2']","['Thailand~7', 'United States~6', 'Australia~5', 'Viet Nam~4', 'Malaysia~3', 'Brazil~2', 'France~2', 'Iran~2', 'Italy~2', 'Singapore~2']"
251,20,"['2024~3', '2023~4', '2022~6', '2021~4', '2020~1', '2019~2']","['Chemistry~10', 'Biochemistry, Genetics and Molecular Biology~9', 'Agricultural and Biological Sciences~8', 'Engineering~8', 'Physics and Astronomy~4', 'Chemical Engineering~2', 'Environmental Science~2', 'Materials Science~2', 'Immunology and Microbiology~1', 'Pharmacology, Toxicology and Pharmaceutics~1']","['China~19', 'United States~2', 'India~1', 'Thailand~1']"
252,20,"['2024~4', '2023~3', '2022~5', '2021~3', '2020~5']","['Agricultural and Biological Sciences~14', 'Veterinary~11', 'Biochemistry, Genetics and Molecular Biology~2', 'Medicine~2', 'Health Professions~1', 'Immunology and Microbiology~1', 'Social Sciences~1']","['Thailand~10', 'Egypt~2', 'Spain~2', 'United States~2', 'China~1', 'Ghana~1', 'Iran~1', 'Japan~1', 'Pakistan~1', 'Peru~1']"
253,20,"['2024~4', '2023~4', '2022~1', '2021~7', '2020~3', '2019~1']","['Agricultural and Biological Sciences~18', 'Environmental Science~9', 'Immunology and Microbiology~3', 'Biochemistry, Genetics and Molecular Biology~2', 'Chemical Engineering~1', 'Chemistry~1', 'Energy~1', 'Health Professions~1', 'Medicine~1', 'Pharmacology, Toxicology and Pharmaceutics~1']","['Thailand~12', 'Singapore~3', 'Australia~2', 'China~2', 'Hong Kong~2', 'India~2', 'Indonesia~2', 'Japan~2', 'Malaysia~2', 'Bangladesh~1']"
254,20,"['2024~3', '2023~4', '2022~6', '2021~1', '2020~5', '2019~1']","['Agricultural and Biological Sciences~13', 'Environmental Science~6', 'Biochemistry, Genetics and Molecular Biology~3', 'Chemistry~2', 'Engineering~2', 'Immunology and Microbiology~2', 'Energy~1', 'Materials Science~1', 'Medicine~1', 'Multidisciplinary~1']","['Thailand~6', 'India~3', 'Indonesia~3', 'Australia~2', 'China~2', 'Malaysia~2', 'Poland~2', 'Viet Nam~2', 'Brazil~1', 'Egypt~1']"
255,20,"['2024~2', '2023~3', '2022~4', '2021~4', '2020~3', '2019~3', '2018~1']","['Environmental Science~18', 'Engineering~9', 'Energy~3', 'Social Sciences~2', 'Agricultural and Biological Sciences~1', 'Business, Management and Accounting~1', 'Economics, Econometrics and Finance~1', 'Medicine~1', 'Multidisciplinary~1']","['Thailand~6', 'China~5', 'Japan~5', 'India~2', 'Singapore~2', 'Viet Nam~2', 'Argentina~1', 'Finland~1', 'France~1', 'Greece~1']"
256,19,"['2024~4', '2023~3', '2022~5', '2021~4', '2020~1', '2019~2']","['Agricultural and Biological Sciences~13', 'Chemistry~5', 'Engineering~3', 'Materials Science~3', 'Biochemistry, Genetics and Molecular Biology~2', 'Chemical Engineering~2', 'Medicine~2', 'Pharmacology, Toxicology and Pharmaceutics~2', 'Computer Science~1', 'Environmental Science~1']","['China~10', 'Brazil~2', 'Iran~2', 'United States~2', 'Canada~1', 'India~1', 'Japan~1', 'Malaysia~1', 'Netherlands~1', 'Nigeria~1']"
257,19,"['2024~2', '2023~3', '2022~7', '2021~2', '2020~4', '2019~1']","['Agricultural and Biological Sciences~13', 'Immunology and Microbiology~5', 'Biochemistry, Genetics and Molecular Biology~4', 'Chemistry~3', 'Engineering~3', 'Health Professions~2', 'Medicine~2', 'Social Sciences~2', 'Materials Science~1', 'Physics and Astronomy~1']","['China~6', 'Portugal~3', 'Thailand~3', 'India~2', 'Indonesia~2', 'Spain~2', 'Brazil~1', 'Iran~1', 'South Korea~1', 'United States~1']"
258,19,"['2024~5', '2023~3', '2022~3', '2021~5', '2020~2', '2019~1']","['Chemical Engineering~11', 'Chemistry~11', 'Energy~7', 'Engineering~4', 'Environmental Science~3', 'Materials Science~3', 'Biochemistry, Genetics and Molecular Biology~2', 'Physics and Astronomy~2', 'Agricultural and Biological Sciences~1', 'Business, Management and Accounting~1']","['Thailand~5', 'Malaysia~4', 'China~2', 'Iran~2', 'Iraq~1', 'Ireland~1', 'Japan~1', 'Lebanon~1', 'Poland~1', 'Saudi Arabia~1']"
